2,6195,0.010000
2,7357,0.020000
2,8682,0.030000
2,9844,0.040000
2,11169,0.050000
2,12511,0.060000
2,37691,0.070000
2,38851,0.080000
2,40011,0.090000
2,41172,0.100000
2,42350,0.110000
2,43677,0.120000
2,44920,0.130000
2,70081,0.140000
2,71275,0.150000
2,72434,0.160000
2,73673,0.170000
2,74833,0.180000
2,75992,0.190000
2,101154,0.200000
2,102313,0.210000
2,103601,0.220000
2,104776,0.230000
2,106055,0.240000
2,107215,0.250000
2,108375,0.260000
2,133609,0.270000
2,134934,0.280000
2,136109,0.290000
2,137271,0.300000
2,138431,0.310000
2,139651,0.320000
2,140811,0.330000
2,165972,0.340000
2,167133,0.350000
2,168308,0.360000
2,169469,0.370000
2,170629,0.380000
2,171789,0.390000
2,172952,0.400000
2,198123,0.410000
2,199282,0.420000
2,200442,0.430000
2,201607,0.440000
2,202767,0.450000
2,204032,0.460000
2,229194,0.470000
2,230354,0.480000
2,231513,0.490000
2,232721,0.500000
2,233949,0.510000
2,235109,0.520000
2,236269,0.530000
2,261430,0.540000
2,262590,0.550000
2,263770,0.560000
2,264930,0.570000
2,266245,0.580000
2,267571,0.590000
2,268730,0.600000
2,294038,0.610000
2,295198,0.620000
2,296357,0.630000
2,297540,0.640000
2,298700,0.650000
2,299860,0.660000
2,325025,0.670000
2,326185,0.680000
2,327345,0.690000
2,328505,0.700000
2,329666,0.710000
2,330826,0.720000
2,331986,0.730000
2,357147,0.740000
2,358307,0.750000
2,359467,0.760000
2,360627,0.770000
2,361788,0.780000
2,362999,0.790000
2,364159,0.800000
2,389387,0.810000
2,390547,0.820000
2,391707,0.830000
2,392867,0.840000
2,394049,0.850000
2,395342,0.860000
2,396516,0.870000
2,421688,0.880000
2,422938,0.890000
2,424097,0.900000
2,425316,0.910000
2,426476,0.920000
2,427636,0.930000
2,428795,0.940000
2,453958,0.950000
2,455135,0.960000
2,456295,0.970000
2,457520,0.980000
2,458681,0.990000
2,459841,1.000000
1,14263,0.010000
1,15423,0.020000
1,16583,0.030000
1,17860,0.040000
1,19019,0.050000
1,20179,0.060000
1,45365,0.070000
1,46525,0.080000
1,47685,0.090000
1,49012,0.100000
1,50189,0.110000
1,51349,0.120000
1,52531,0.130000
1,77710,0.140000
1,78870,0.150000
1,80148,0.160000
1,81326,0.170000
1,82486,0.180000
1,83815,0.190000
1,84975,0.200000
1,110147,0.210000
1,111307,0.220000
1,112466,0.230000
1,113769,0.240000
1,115095,0.250000
1,116254,0.260000
1,141419,0.270000
1,142579,0.280000
1,143860,0.290000
1,145022,0.300000
1,146182,0.310000
1,147342,0.320000
1,148505,0.330000
1,173703,0.340000
1,174862,0.350000
1,176022,0.360000
1,177183,0.370000
1,178343,0.380000
1,179512,0.390000
1,180841,0.400000
1,206020,0.410000
1,207180,0.420000
1,208486,0.430000
1,209647,0.440000
1,210807,0.450000
1,211967,0.460000
1,237128,0.470000
1,238288,0.480000
1,239448,0.490000
1,240607,0.500000
1,241895,0.510000
1,243055,0.520000
1,244328,0.530000
1,269489,0.540000
1,270649,0.550000
1,271810,0.560000
1,272969,0.570000
1,274195,0.580000
1,275355,0.590000
1,276532,0.600000
1,301696,0.610000
1,302855,0.620000
1,304036,0.630000
1,305212,0.640000
1,306538,0.650000
1,307697,0.660000
1,308858,0.670000
1,334163,0.680000
1,335495,0.690000
1,336655,0.700000
1,337820,0.710000
1,339145,0.720000
1,340305,0.730000
1,365467,0.740000
1,366626,0.750000
1,367801,0.760000
1,368961,0.770000
1,370122,0.780000
1,371282,0.790000
1,372442,0.800000
1,397613,0.810000
1,398772,0.820000
1,399935,0.830000
1,401108,0.840000
1,402268,0.850000
1,403533,0.860000
1,404713,0.870000
1,429874,0.880000
1,431034,0.890000
1,432194,0.900000
1,433404,0.910000
1,434564,0.920000
1,435876,0.930000
1,460050,0.940000
1,461259,0.950000
1,462444,0.960000
1,463604,0.970000
1,464933,0.980000
1,466102,0.990000
1,467262,1.000000
3,1341,0.010000
3,2571,0.020000
3,3912,0.030000
3,21095,0.040000
3,22409,0.050000
3,23569,0.060000
3,24895,0.070000
3,26056,0.080000
3,27216,0.090000
3,28376,0.100000
3,53573,0.110000
3,54732,0.120000
3,55892,0.130000
3,57193,0.140000
3,58352,0.150000
3,59512,0.160000
3,60672,0.170000
3,85842,0.180000
3,87002,0.190000
3,88162,0.200000
3,89382,0.210000
3,90542,0.220000
3,91701,0.230000
3,92914,0.240000
3,118236,0.250000
3,119396,0.260000
3,120556,0.270000
3,121721,0.280000
3,122898,0.290000
3,124058,0.300000
3,149223,0.310000
3,150383,0.320000
3,151542,0.330000
3,152702,0.340000
3,153994,0.350000
3,155320,0.360000
3,156479,0.370000
3,181734,0.380000
3,182894,0.390000
3,184210,0.400000
3,185437,0.410000
3,186597,0.420000
3,187757,0.430000
3,188916,0.440000
3,214107,0.450000
3,215266,0.460000
3,216426,0.470000
3,217591,0.480000
3,218751,0.490000
3,219911,0.500000
3,245095,0.510000
3,246256,0.520000
3,247416,0.530000
3,248575,0.540000
3,249816,0.550000
3,250976,0.560000
3,252135,0.570000
3,277297,0.580000
3,278457,0.590000
3,279625,0.600000
3,280794,0.610000
3,281972,0.620000
3,283132,0.630000
3,284379,0.640000
3,309576,0.650000
3,310903,0.660000
3,312063,0.670000
3,313228,0.680000
3,314404,0.690000
3,315605,0.700000
3,316765,0.710000
3,341926,0.720000
3,343086,0.730000
3,344354,0.740000
3,345515,0.750000
3,346674,0.760000
3,347835,0.770000
3,348994,0.780000
3,374156,0.790000
3,375338,0.800000
3,376498,0.810000
3,377659,0.820000
3,378989,0.830000
3,380229,0.840000
3,405399,0.850000
3,406558,0.860000
3,407718,0.870000
3,408878,0.880000
3,410039,0.890000
3,411199,0.900000
3,412463,0.910000
3,437624,0.920000
3,438784,0.930000
3,439944,0.940000
3,441122,0.950000
3,442282,0.960000
3,443442,0.970000
3,444601,0.980000
3,468157,0.990000
3,469378,1.000000
0,30178,0.010000
0,31411,0.020000
0,32753,0.030000
0,33914,0.040000
0,35074,0.050000
0,36235,0.060000
0,61397,0.070000
0,62579,0.080000
0,63739,0.090000
0,64898,0.100000
0,66209,0.110000
0,67369,0.120000
0,68529,0.130000
0,93813,0.140000
0,94973,0.150000
0,96133,0.160000
0,97320,0.170000
0,98479,0.180000
0,99654,0.190000
0,100970,0.200000
0,126132,0.210000
0,127291,0.220000
0,128451,0.230000
0,129616,0.240000
0,130776,0.250000
0,131936,0.260000
